anno;ats_struttura;codice_struttura_di_ricovero;descrizione_struttura_di_ricovero;coordinata_geografica_x;coordinata_geografica_y;codice_disciplina;descrizione_disciplina;tipologia_assistenza;tipo_drg;codice_drg;descrizione_drg;codice_acc_di_diagnosi;descrizione_acc_di_diagnosi;codice_mdc;descrizione_mdc;totale_ricoveri;ricoveri_do;ricoveri_ordinari_01_giorni;ricoveri_dh;ricoveri_ds;giornate_degenza_do;accessi_dh;accessi_ds;giornate_degenza_totali;dimissioni_volontarie;trasferimenti;ricoveri_ripetuti;ritorni_in_sala_operatoria
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030925-00;FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO;45.460597;9.196309144;39;PEDIATRIA;A;M;87;EDEMA POLMONARE E INSUFF. RESPIRATORIA;131;INSUFFICIENZA RESPIRATORIA, ARRESTO RESPIRATORIO (ADULTI);4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;47;47;0;0;0;440;0;0;440;0;0;0;0
2012;328 - ATS DI PAVIA;030924-00;OSPEDALE POLICLINICO S. MATTEO - PAVIA;45.19564231;9.147460893;48;NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE);A;M;332;ALTRE DIA. RENE E VIE URINARIE,ETA' >17 SENZA CC;158;INSUFFICIENZA RENALE CRONICA;11;MALATTIE E DISTURBI RENE E VIE URINARIE;5;5;0;0;0;18;0;0;18;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030922-00;"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO";45.4742834;9.231360095;38;OTORINOLARINGOIATRIA;A;C;407;ALTERAZ. MIELOPROLIF.,ETC. CON INT. MAGG. SENZA CC;36;TUMORI MALIGNI DELLA GHIANDOLA TIROIDE;17;MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE;2;2;0;0;0;10;0;0;10;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030381-00;FONDAZIONE MONZA E BRIANZA PER IL BAMBINO E LA SUA MAMMA;45.60018518;9.258430902;62;NEONATOLOGIA;A;M;139;ARITMIA E ALTERAZIONI CONDUZIONE CARDIACA SENZA CC;106;ARITMIE CARDIACHE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;4;4;0;0;0;15;0;0;15;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030004-00;OSPEDALE DI CIRCOLO - BUSTO ARSIZIO;45.6213059;8.847283842;26;MEDICINA GENERALE;A;C;158;INT. SU ANO E STOMA SENZA CC;147;MALATTIE DEL RETTO E DELL'ANO;6;MALATTIE E DISTURBI APPARATO DIGERENTE;1;1;0;0;0;9;0;0;9;0;0;0;0
2012;328 - ATS DI PAVIA;030924-00;OSPEDALE POLICLINICO S. MATTEO - PAVIA;45.19564231;9.147460893;24;MALATTIE INFETTIVE E TROPICALI;A;M;89;POLMONITE SEMPLICE E PLEURITE, ETA' > 17 CON CC;122;POLMONITI (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE);4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;48;48;2;0;0;732;0;0;732;0;0;0;0
2012;325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;7;CARDIOCHIRURGIA;A;C;108;ALTRI INT. CARDIOTORACICI;106;ARITMIE CARDIACHE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;5;5;0;0;0;45;0;0;45;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030008-00;OSP. GENERALE PROVINCIALE - SARONNO;45.62782133;9.040169373;32;NEUROLOGIA;A;M;27;STUPORE E COMA TRAUMAT.,COMA > 1 H;233;TRAUMATISMO INTRACRANICO;1;MALATTIE E DISTURBI SISTEMA NERVOSO;5;5;0;0;0;44;0;0;44;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030079-00;OSPEDALE CIVICO - CODOGNO;45.1597709;9.711137741;37;OSTETRICIA E GINECOLOGIA;A;C;359;INT. UTERO E ANNESSI NON PER T.M. SENZA CC;172;CISTI OVARICA;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;23;23;0;0;0;69;0;0;69;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030901-00;OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI;45.80802245;8.837196022;26;MEDICINA GENERALE;A;C;76;ALTRI INT. SU APP. RESPIRATORIO CON CC;19;TUMORI MALIGNI DEI BRONCHI E DEI POLMONI;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;5;5;0;0;0;114;0;0;114;0;0;0;0
2012;327 - ATS DELLA VAL PADANA;030907-00;"PRESIDIO OSPEDALIERO ""C. POMA"" - MANTOVA";45.14135331;10.77189591;24;MALATTIE INFETTIVE E TROPICALI;A;M;203;T.M. APPARATO EPATOBILIARE O PANCREAS;16;TUMORI MALIGNI DEL FEGATO E DEI DOTTI BILIARI INTRAEPATICI;7;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;8;8;0;0;0;72;0;0;72;0;0;0;0
2012;325 - ATS DI BERGAMO;030905-00;OSPEDALI RIUNITI - BERGAMO;45.68701679;9.63853045;39;PEDIATRIA;A;M;284;MAL. MINORI DELLA PELLE SENZA CC;253;REAZIONI ALLERGICHE;9;MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA;1;1;0;0;0;5;0;0;5;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030935-00;IRCCS    S. RAFFAELE - MILANO;45.50615215;9.267120553;67;PENSIONANTI;A;C;479;ALTRI INT. VASCOLARI SENZA CC;117;ALTRE MALATTIE CIRCOLATORIE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;3;3;0;0;0;9;0;0;9;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030012-00;OSPEDALE CARLO ONDOLI - ANGERA;45.77504281;8.577891688;9;CHIRURGIA GENERALE;A;C;494;COLECISTECT. LAPAR. SNZ. ESP. DOTTO COM. SNZ. CC;149;MALATTIE DELLE VIE BILIARI;7;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;70;70;0;0;0;292;0;0;292;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030068-00;PRESIDIO OSPEDALIERO DI DESIO;45.62966255;9.197498905;26;MEDICINA GENERALE;A;M;403;LINFOMA E LEUCEMIA NON ACUTA CON CC;38;LINFOMA NON HODGKIN;17;MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE;8;8;0;0;0;141;0;0;141;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030121-00;CASA DI CURA S. PIO X - MILANO;45.495239;9.189485346;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;225;INT. SUL PIEDE;208;DEFORMAZIONI ACQUISITE DEL PIEDE;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;270;270;175;0;0;390;0;0;390;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030913-00;OSPEDALE CA' GRANDA-NIGUARDA - MILANO;45.50915842;9.188869233;98;DAY SURGERY;A;C;362;OCCLUSIONE ENDOSCOPICA TUBE;176;MISURE CONTRACCETTIVE E PROCREATIVE;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;5;0;0;0;5;0;0;5;5;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030947-00;I.R.C.C.S. POLICLINICO SAN DONATO;45.41238569;9.274941749;9;CHIRURGIA GENERALE;A;C;493;COLECISTECTOMIA LAPAR. SNZ. ESP. DOTTO COM. CON CC;149;MALATTIE DELLE VIE BILIARI;7;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;14;14;0;0;0;122;0;0;122;0;0;0;0
2012;326 - ATS DI BRESCIA;030295-00;POLIAMBULANZA - BRESCIA;45.51939749;10.23594122;26;MEDICINA GENERALE;A;M;572;MALATTIE GASTROINTESTINALI MAGGIORI E INFEZIONI PERITONEALI;148;PERITONITE E ASCESSO INTESTINALE;6;MALATTIE E DISTURBI APPARATO DIGERENTE;5;5;0;0;0;53;0;0;53;0;0;0;0
2012;326 - ATS DI BRESCIA;030159-00;P.O. MONTICHIARI- A.O. SPEDALI CIVILI;45.412634;10.40115173;37;OSTETRICIA E GINECOLOGIA;A;C;361;LAPARASCOPIA E OCCLUSIONE LAPAROTOMICA TUBE;176;MISURE CONTRACCETTIVE E PROCREATIVE;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;2;0;0;0;2;0;0;2;2;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030010-00;OSPEDALE DI CIRCOLO GALMARINI - TRADATE;45.7230613;8.900866269;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;227;INT. SU TESSUTI MOLLI SENZA CC;236;FERITE APERTE DEGLI ARTI;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;4;4;3;0;0;8;0;0;8;0;0;0;0
2012;326 - ATS DI BRESCIA;030156-00;OSPEDALE DI DESENZANO;45.4098217;10.56462005;68;PNEUMOLOGIA;A;M;87;EDEMA POLMONARE E INSUFF. RESPIRATORIA;133;ALTRE MALATTIE DELLE VIE RESPIRATORIE INFERIORI;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;81;81;4;0;0;1047;0;0;1047;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030029-00;OSP.SACRA FAMIGLIA - F.B.F. - ERBA;45.81547075;9.225044427;9;CHIRURGIA GENERALE;A;C;261;INT.MAMMELLA NON PER T.M. ESCL.BIOPSIA,ESCISS.LOC.;200;ALTRI DISTURBI CUTANEI;9;MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA;1;0;0;0;1;0;0;1;1;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030073-00;OSPEDALE DI CIRCOLO - RHO;45.5331359;9.034592146;64;ONCOLOGIA;A;M;403;LINFOMA E LEUCEMIA NON ACUTA CON CC;39;LEUCEMIE;17;MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE;2;2;0;0;0;19;0;0;19;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030910-00;OSPEDALE FATEBENEFRATELLI E OFTALMICO;45.47932558;9.192429067;38;OTORINOLARINGOIATRIA;A;C;169;INT. SU BOCCA SENZA CC;137;MALATTIE DELLA BOCCA, ESCLUSE LE DENTALI;3;MALATTIE E DISTURBI ORECCHIO, NASO E GOLA;4;2;1;0;2;6;0;2;8;0;0;0;0
2012;325 - ATS DI BERGAMO;030905-00;OSPEDALI RIUNITI - BERGAMO;45.68701679;9.63853045;14;CHIRURGIA VASCOLARE;A;C;479;ALTRI INT. VASCOLARI SENZA CC;116;EMBOLIA O TROMBOSI DELL'AORTA E DELLE ARTERIE PERIFERICHE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;15;15;2;0;0;62;0;0;62;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030389-01;SAN CARLO;45.45355635;9.208149892;37;OSTETRICIA E GINECOLOGIA;A;C;361;LAPARASCOPIA E OCCLUSIONE LAPAROTOMICA TUBE;169;ENDOMETRIOSI;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;4;4;4;0;0;4;0;0;4;0;0;0;0
2012;326 - ATS DI BRESCIA;030295-00;POLIAMBULANZA - BRESCIA;45.51939749;10.23594122;21;GERIATRIA;A;M;203;T.M. APPARATO EPATOBILIARE O PANCREAS;18;TUMORI MALIGNI DI ALTRI ORGANI GASTROINTESTINALI E DEL PERITONEO;7;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;4;4;0;0;0;27;0;0;27;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030024-00;"OSPEDALE DI CIRCOLO""S.L.MANDIC""- MERATE";45.69980844;9.4174883;9;CHIRURGIA GENERALE;A;C;311;INT. PER VIA TRANSURETRALE SENZA CC;163;SINTOMI E CONDIZIONI MAL DEFINITE RELATIVI ALL'APPARATO GENITOURINARIO;11;MALATTIE E DISTURBI RENE E VIE URINARIE;1;1;0;0;0;9;0;0;9;0;0;0;0
2012;323 - ATS DELLA MONTAGNA;030031-00;OSP. MORIGGIA PELASCINI - GRAVEDONA;46.14307916;9.300444741;37;OSTETRICIA E GINECOLOGIA;A;M;373;PARTO VAGINALE SENZA CC;196;GRAVIDANZA E/O PARTO NORMALE;14;GRAVIDANZA, PARTO E PUERPERIO;138;138;1;0;0;512;0;0;512;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030004-00;OSPEDALE DI CIRCOLO - BUSTO ARSIZIO;45.6213059;8.847283842;37;OSTETRICIA E GINECOLOGIA;A;C;358;INT. UTERO E ANNESSI NON PER T.M. CON CC;175;ALTRE PATOLOGIE DEGLI ORGANI GENITALI FEMMINILI;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;4;4;0;0;0;40;0;0;40;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030935-00;IRCCS    S. RAFFAELE - MILANO;45.50615215;9.267120553;37;OSTETRICIA E GINECOLOGIA;A;C;365;ALTRI INT. APP. RIPRODUTTIVO FEMMINILE;174;INFERTILITA' FEMMINILE;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;85;0;0;0;85;0;0;85;85;0;0;0;0
2012;327 - ATS DELLA VAL PADANA;030907-00;"PRESIDIO OSPEDALIERO ""C. POMA"" - MANTOVA";45.14135331;10.77189591;9;CHIRURGIA GENERALE;A;M;208;MAL. VIE BILIARI SENZA CC;149;MALATTIE DELLE VIE BILIARI;7;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;35;35;0;0;0;194;0;0;194;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030901-00;OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI;45.80802245;8.837196022;8;CARDIOLOGIA;A;M;132;ATEROSCLEROSI CON CC;101;ATEROSCLEROSI CORONARICA E ALTRE MALATTIE ISCHEMICHE CARDIACHE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;19;19;2;0;0;134;0;0;134;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030935-00;IRCCS    S. RAFFAELE - MILANO;45.50615215;9.267120553;43;UROLOGIA;A;C;555;INT SISTEMA CARDIOVASC VIA PERCUTANEA CON DIAGNOSI CARDIOVASCOLARE MAGGIORE;108;INSUFFICIENZA CARDIACA CONGESTIZIA, NON DA IPERTENSIONE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;1;1;0;0;0;24;0;0;24;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030916-00;OSPEDALE L. SACCO - MILANO;45.51662275;9.121078554;39;PEDIATRIA;A;M;390;NEONATI CON ALTRE AFFEZIONI SIGNIFICATIVE;220;IPOSSIA INTRAUTERINA E ASFISSIA ALLA NASCITA;15;MALATTIE E DISTURBI PERIODO PERINATALE;6;6;1;0;0;22;0;0;22;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030903-00;"OSPEDALE DI CIRCOLO ""A. MANZONI"" - LECCO";45.85324969;9.412681005;36;ORTOPEDIA E TRAUMATOLOGIA;A;M;253;TRAUMI BRACCIO, GAMBA ESCL. PIEDE,ETA'>17 CON CC;230;FRATTURE DEGLI ARTI INFERIORI;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;1;1;0;0;0;7;0;0;7;0;0;0;0
2012;325 - ATS DI BERGAMO;030134-00;OSPEDALE F. M. PASSI - CALCINATE;45.61966765;9.79832181;26;MEDICINA GENERALE;A;M;420;FEBBRE DI ORIGINE SCONOSCIUTA, ETA' > 17 SENZA CC;246;FEBBRE DI ORIGINE SCONOSCIUTA;18;MALATTIE INFETTIVE E PARASSITARIE;18;18;0;0;0;127;0;0;127;0;0;0;0
2012;327 - ATS DELLA VAL PADANA;030209-00;OSPEDALE MAGGIORE - CREMA;45.35443602;9.681217036;39;PEDIATRIA;A;M;243;AFFEZIONI MEDICHE DEL DORSO;205;SPONDILOSI, PATOLOGIE DEI DISCHI INTERVERTEBRALI, ALTRI DISTURBI DEL DORSO;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;1;1;0;0;0;4;0;0;4;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030943-00;IST. CLIN. HUMANITAS - ROZZANO;45.37243983;9.168254354;8;CARDIOLOGIA;A;C;518;INT. S CARDVSC PERC. SNZ STENT ARTERCORON. O IMA;106;ARITMIE CARDIACHE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;171;171;1;0;0;501;0;0;501;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030902-00;OSPEDALE S. ANNA - COMO;45.80216962;9.039360974;9;CHIRURGIA GENERALE;A;C;111;INT. MAGGIORI SU SIST. CARDIOVASCOLARE SENZA CC;115;ANEURISMI AORTICI, DELLE ARTERIE PERIFERICHE E VISCERALI;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;24;24;2;0;0;199;0;0;199;0;0;0;0
2012;328 - ATS DI PAVIA;030198-00;CASA DI CURA BEATO MATTEO;45.30665545;8.869449753;26;MEDICINA GENERALE;A;M;173;T.M. APP. DIGERENTE SENZA CC;12;TUMORI MALIGNI DELL'ESOFAGO;6;MALATTIE E DISTURBI APPARATO DIGERENTE;2;2;0;0;0;15;0;0;15;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030073-00;OSPEDALE DI CIRCOLO - RHO;45.5331359;9.034592146;39;PEDIATRIA;A;M;322;INFEZIONI RENE E VIE URINARIE, ETA' < 18;159;INFEZIONI DELLE VIE URINARIE;11;MALATTIE E DISTURBI RENE E VIE URINARIE;31;31;1;0;0;131;0;0;131;0;0;0;0
2012;326 - ATS DI BRESCIA;030184-00;OSPEDALE DI MANERBIO;45.35666995;10.14405823;38;OTORINOLARINGOIATRIA;A;C;53;INT. SU SENI E MASTOIDE, ETA' > 17;134;ALTRE MALATTIE DELLE VIE RESPIRATORIE SUPERIORI;3;MALATTIE E DISTURBI ORECCHIO, NASO E GOLA;41;41;0;0;0;145;0;0;145;0;0;0;0
2012;328 - ATS DI PAVIA;030192-00;OSPEDALE SS.ANNUNZIATA - VARZI;44.82440094;9.190364258;9;CHIRURGIA GENERALE;A;M;183;GASTROENT., MISCELL. MAL. DIGER.,ETA'> 17 SENZA CC;138;DISTURBI DELL'ESOFAGO;6;MALATTIE E DISTURBI APPARATO DIGERENTE;1;1;0;0;0;8;0;0;8;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030913-00;OSPEDALE CA' GRANDA-NIGUARDA - MILANO;45.50915842;9.188869233;32;NEUROLOGIA;A;M;564;CEFALEA, ETÀ > 17 ANNI;111;ALTRE E MAL DEFINITE VASCULOPATIE CEREBRALI;1;MALATTIE E DISTURBI SISTEMA NERVOSO;1;0;0;1;0;0;3;0;3;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030008-00;OSP. GENERALE PROVINCIALE - SARONNO;45.62782133;9.040169373;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;228;INT. MAGG. POLLICE, MANO O POLSO CON CC;217;ALTRE ANOMALIE CONGENITE;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;1;0;0;0;1;0;0;1;1;0;0;0;0
2012;323 - ATS DELLA MONTAGNA;030904-00;OSPEDALE MORELLI - SONDALO;46.33431031;10.32968894;9;CHIRURGIA GENERALE;A;C;167;APPENDICECTOMIA CON DIA.PRINC. NON COMPL. SENZA CC;142;APPENDICITE E ALTRE MALATTIE DELL'APPENDICE;6;MALATTIE E DISTURBI APPARATO DIGERENTE;53;53;0;0;0;217;0;0;217;0;0;0;0
2012;325 - ATS DI BERGAMO;030131-00;OSPEDALE DI TREVIGLIO E CARAVAGGIO;45.5109663;9.610034385;8;CARDIOLOGIA;A;C;551;IMP. PACEMAKER CARD. PERM DIA CARDIOV. MAGG. O DEFIBR (AICD) O GEN. DI IMPULSI;106;ARITMIE CARDIACHE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;7;7;0;0;0;73;0;0;73;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030925-00;FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO;45.460597;9.196309144;13;CHIRURGIA TORACICA;A;C;162;INT. ERNIA INGUINALE E FEMORALE, ETA' >17 SENZA CC;143;ERNIA ADDOMINALE;6;MALATTIE E DISTURBI APPARATO DIGERENTE;1;1;0;0;0;2;0;0;2;0;0;0;0
2012;325 - ATS DI BERGAMO;030905-00;OSPEDALI RIUNITI - BERGAMO;45.68701679;9.63853045;58;GASTROENTEROLOGIA;A;M;189;ALTRE DIA. APP. DIGERENTE, ETA' > 17 SENZA CC;120;EMORROIDI;6;MALATTIE E DISTURBI APPARATO DIGERENTE;6;0;0;6;0;0;6;0;6;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030058-00;OSPEDALE BASSINI - CINISELLO BALSAMO;45.54412325;9.218377646;37;OSTETRICIA E GINECOLOGIA;A;C;359;INT. UTERO E ANNESSI NON PER T.M. SENZA CC;175;ALTRE PATOLOGIE DEGLI ORGANI GENITALI FEMMINILI;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;248;51;43;0;197;63;0;197;260;0;0;0;0
2012;328 - ATS DI PAVIA;030198-00;CASA DI CURA BEATO MATTEO;45.30665545;8.869449753;37;OSTETRICIA E GINECOLOGIA;A;C;359;INT. UTERO E ANNESSI NON PER T.M. SENZA CC;172;CISTI OVARICA;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;24;24;9;0;0;53;0;0;53;0;0;0;0
2012;326 - ATS DI BRESCIA;030906-00;PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;45.55518065;10.23255305;12;CHIRURGIA PLASTICA;A;C;120;ALTRI INT. SU APP. CIRCOLATORIO;114;ATEROSCLEROSI DELLE ARTERIE PERIFERICHE E VISCERALI;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;13;10;0;0;3;92;0;3;95;0;0;0;0
2012;327 - ATS DELLA VAL PADANA;030209-00;OSPEDALE MAGGIORE - CREMA;45.35443602;9.681217036;38;OTORINOLARINGOIATRIA;A;C;50;SIALOADENECTOMIA;11;TUMORI MALIGNI DI TESTA E COLLO;3;MALATTIE E DISTURBI ORECCHIO, NASO E GOLA;4;4;0;0;0;21;0;0;21;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030078-00;PRESIDIO OSPEDALIERO DI VIMERCATE;45.6084494;9.3580982;38;OTORINOLARINGOIATRIA;A;M;185;MAL.DENTI,BOCCA ESCL. ESTRAZ. E RIPARAZ.,ETA' > 17;137;MALATTIE DELLA BOCCA, ESCLUSE LE DENTALI;3;MALATTIE E DISTURBI ORECCHIO, NASO E GOLA;5;4;0;1;0;13;1;0;14;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030941-00;ISTITUTO EUROPEO DI ONCOLOGIA-MILANO;45.44410928;9.198811423;37;OSTETRICIA E GINECOLOGIA;A;C;359;INT. UTERO E ANNESSI NON PER T.M. SENZA CC;172;CISTI OVARICA;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;10;10;4;0;0;22;0;0;22;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030282-01;OSPED.CIRCOLO CAUSA PIA LUVINI-CITTIGLIO;45.89454799;8.667453032;26;MEDICINA GENERALE;A;M;178;ULCERA PEPTICA NON COMPLICATA SENZA CC;139;ULCERA GASTRODUODENALE (ESCLUSA LA EMORRAGICA);6;MALATTIE E DISTURBI APPARATO DIGERENTE;2;2;0;0;0;5;0;0;5;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030909-00;OSPEDALE S.GERARDO - MONZA;45.60018518;9.258430902;7;CARDIOCHIRURGIA;A;C;550;BYPASS CORONAR. SENZA CATETERISMO CARDIACO SENZA DIAGNOSI CARDIOVASC. MAGGIORE;101;ATEROSCLEROSI CORONARICA E ALTRE MALATTIE ISCHEMICHE CARDIACHE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;29;29;0;0;0;442;0;0;442;0;0;0;0
2012;328 - ATS DI PAVIA;030383-00;NUOVO OSPEDALE DI BRONI E STRADELLA;45.07642589;9.287853551;26;MEDICINA GENERALE;A;M;277;CELLULITE, ETA' > 17 CON CC;197;INFEZIONI DELLA CUTE E DEL TESSUTO SOTTOCUTANEO;9;MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA;1;1;0;0;0;31;0;0;31;0;0;0;0
2012;325 - ATS DI BERGAMO;030133-00;OSPEDALE PESENTI FENAROLI - ALZANO L.;45.73066614;9.725890902;39;PEDIATRIA;A;M;91;POLMONITE SEMPLICE E PLEURITE, ETA' < 18;122;POLMONITI (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE);4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;122;122;0;0;0;575;0;0;575;0;0;0;0
2012;328 - ATS DI PAVIA;030202-00;IST.DI CURA CITTA'DI PAVIA;45.19256062;9.167915475;14;CHIRURGIA VASCOLARE;A;C;111;INT. MAGGIORI SU SIST. CARDIOVASCOLARE SENZA CC;115;ANEURISMI AORTICI, DELLE ARTERIE PERIFERICHE E VISCERALI;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;4;4;0;0;0;11;0;0;11;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030281-02;OSPEDALE DI CUGGIONO;45.51029539;8.821298057;9;CHIRURGIA GENERALE;A;C;569;INT MAGG SU INTESTINO CRASSO E TENUE CON CC CON DIA GASTROINTESTINALE MAGG;114;ATEROSCLEROSI DELLE ARTERIE PERIFERICHE E VISCERALI;6;MALATTIE E DISTURBI APPARATO DIGERENTE;1;1;0;0;0;2;0;0;2;0;0;0;0
2012;326 - ATS DI BRESCIA;030295-00;POLIAMBULANZA - BRESCIA;45.51939749;10.23594122;37;OSTETRICIA E GINECOLOGIA;A;M;384;ALTRE DIA. PREPARTO SENZA CC MEDICHE;182;PERDITA EMATICA IN GRAVIDANZA, ABRUPTIO PLACENTAE, PLACENTA PREVIA;14;GRAVIDANZA, PARTO E PUERPERIO;11;11;2;0;0;31;0;0;31;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030051-00;P.O.  CITTA' DI SESTO S. GIOVANNI;45.53549772;9.224931236;9;CHIRURGIA GENERALE;A;C;567;INT ESOFAGO, STOMACO E DUODENO, ETÀ > 17 ANNI CON CC CON DIA GASTROINTEST MAGG;13;TUMORI MALIGNI DELLO STOMACO;6;MALATTIE E DISTURBI APPARATO DIGERENTE;1;1;0;0;0;52;0;0;52;0;0;0;0
